freq,amplitude,lift,drag,roll,power
10,40.0,1.631308129115416,-0.5594010030316531,-0.33438267284309814,19.085912213051508
10,45.0,1.832149395002573,-0.7826808033713915,-0.38630914669542266,26.49977103031499
10,50.0,2.04828029064091,-1.0530071545798094,-0.4427066882688494,35.79395090644114
10,55.0,2.279079907781757,-1.3746648842888178,-0.503180611624533,47.24189125821594
10,60.0,2.5242480031901207,-1.7516921183431746,-0.5672823238617636,61.13087050192483
10,65.0,2.783870996513629,-2.1878644612236267,-0.6345015410757484,77.7642589812072
10,70.0,3.058681752074659,-2.6866531638693134,-0.7042958389609251,97.46544024370088
10,75.0,3.3503392795092366,-3.251078932642863,-0.7762550975145286,120.58490062554544
10,80.0,3.6611347651545754,-3.8830721074201002,-0.8504881384013223,147.51890032977664
10,85.0,3.992800810644153,-4.580706185718926,-0.9289625727551308,178.76913904558455
