step,airplane,wing,panel_id,vertex_name,x,y,z
0,Example Airplane,Main Wing,0,Flpp_GP1_CgP1,0.0,0.5,0.0
0,Example Airplane,Main Wing,0,Frpp_GP1_CgP1,0.11931243486821823,25.83233457913572,3.0262622805456095e-17
0,Example Airplane,Main Wing,0,Brpp_GP1_CgP1,26.053338580148385,25.594435775926097,2.337677265293584
0,Example Airplane,Main Wing,0,Blpp_GP1_CgP1,26.077839919979876,0.5,-0.06513667538450327
0,Example Airplane,Main Wing,1,Flpp_GP1_CgP1,0.11931243486821823,25.83233457913572,3.0262622805456095e-17
0,Example Airplane,Main Wing,1,Frpp_GP1_CgP1,2.746298976824197,62.30105576969441,0.12652353632237237
0,Example Airplane,Main Wing,1,Brpp_GP1_CgP1,27.901668197032347,62.752953893666785,5.445953857761876
0,Example Airplane,Main Wing,1,Blpp_GP1_CgP1,26.053338580148385,25.594435775926097,2.337677265293584
0,Example Airplane,Main Wing,2,Flpp_GP1_CgP1,2.746298976824197,62.30105576969441,0.12652353632237237
0,Example Airplane,Main Wing,2,Frpp_GP1_CgP1,3.865307968644479,96.16163974153501,0.13633911813171443
0,Example Airplane,Main Wing,2,Brpp_GP1_CgP1,28.410832587779794,96.88403909845829,6.740256245683369
0,Example Airplane,Main Wing,2,Blpp_GP1_CgP1,27.901668197032347,62.752953893666785,5.445953857761876
0,Example Airplane,Main Wing,3,Flpp_GP1_CgP1,3.865307968644479,96.16163974153501,0.13633911813171443
0,Example Airplane,Main Wing,3,Frpp_GP1_CgP1,3.4297522396849622,134.3057784583883,-0.18486476920791198
0,Example Airplane,Main Wing,3,Brpp_GP1_CgP1,27.413861368963254,135.67902892954046,8.08600566895548
0,Example Airplane,Main Wing,3,Blpp_GP1_CgP1,28.410832587779794,96.88403909845829,6.740256245683369
0,Example Airplane,Main Wing,4,Flpp_GP1_CgP1,3.4297522396849622,134.3057784583883,-0.18486476920791198
0,Example Airplane,Main Wing,4,Frpp_GP1_CgP1,2.8106617365585245,171.62920168844948,-0.49034152241948825
0,Example Airplane,Main Wing,4,Brpp_GP1_CgP1,25.03585809840568,173.351989227448,11.274654808222763
0,Example Airplane,Main Wing,4,Blpp_GP1_CgP1,27.413861368963254,135.67902892954046,8.08600566895548
0,Example Airplane,Main Wing,5,Flpp_GP1_CgP1,2.8106617365585245,171.62920168844948,-0.4903415224194883
0,Example Airplane,Main Wing,5,Frpp_GP1_CgP1,2.2156055860029413,214.81595638408382,-0.7537290710850402
0,Example Airplane,Main Wing,5,Brpp_GP1_CgP1,22.653863791361417,216.40219983873465,10.474010789592846
0,Example Airplane,Main Wing,5,Blpp_GP1_CgP1,25.03585809840568,173.351989227448,11.274654808222763
0,Example Airplane,Main Wing,6,Flpp_GP1_CgP1,2.2156055860029413,214.81595638408382,-0.7537290710850402
0,Example Airplane,Main Wing,6,Frpp_GP1_CgP1,0.32547788943620626,252.5591601839066,-1.5747436005704747
0,Example Airplane,Main Wing,6,Brpp_GP1_CgP1,16.064465147868816,254.5982520736364,10.909409474426106
0,Example Airplane,Main Wing,6,Blpp_GP1_CgP1,22.653863791361417,216.40219983873465,10.474010789592846
0,Example Airplane,Main Wing,7,Flpp_GP1_CgP1,0.32547788943620615,252.5591601839066,-1.5747436005704747
0,Example Airplane,Main Wing,7,Frpp_GP1_CgP1,-3.2257482705438307,289.5336636654483,-3.1729843441533387
0,Example Airplane,Main Wing,7,Brpp_GP1_CgP1,7.980377432819468,291.0398981529688,4.8845346526855735
0,Example Airplane,Main Wing,7,Blpp_GP1_CgP1,16.064465147868816,254.5982520736364,10.909409474426106
0,Example Airplane,Main Wing,8,Flpp_GP1_CgP1,-3.2257482705438307,289.5336636654483,-3.1729843441533387
0,Example Airplane,Main Wing,8,Frpp_GP1_CgP1,-1.556437475038806,310.1547725750382,-1.4583399685452256
0,Example Airplane,Main Wing,8,Brpp_GP1_CgP1,2.3278883137536823,310.3215514315189,1.5372385308194882
0,Example Airplane,Main Wing,8,Blpp_GP1_CgP1,7.980377432819468,291.0398981529688,4.8845346526855735
0,Example Airplane,Main Wing,9,Flpp_GP1_CgP1,26.077839919979876,0.5,-0.06513667538450327
0,Example Airplane,Main Wing,9,Frpp_GP1_CgP1,26.053338580148385,25.594435775926097,2.337677265293584
0,Example Airplane,Main Wing,9,Brpp_GP1_CgP1,52.014448471742305,25.356197354718407,4.352899699224891
0,Example Airplane,Main Wing,9,Blpp_GP1_CgP1,52.155731800214504,0.5,-0.10428251886614996
0,Example Airplane,Main Wing,10,Flpp_GP1_CgP1,26.053338580148385,25.594435775926097,2.337677265293584
0,Example Airplane,Main Wing,10,Frpp_GP1_CgP1,27.901668197032347,62.752953893666785,5.445953857761876
0,Example Airplane,Main Wing,10,Brpp_GP1_CgP1,53.2445174397006,63.20207719722639,9.787910527269364
0,Example Airplane,Main Wing,10,Blpp_GP1_CgP1,52.014448471742305,25.356197354718407,4.352899699224891
0,Example Airplane,Main Wing,11,Flpp_GP1_CgP1,27.901668197032347,62.752953893666785,5.445953857761876
0,Example Airplane,Main Wing,11,Frpp_GP1_CgP1,28.410832587779794,96.88403909845829,6.740256245683369
0,Example Airplane,Main Wing,11,Brpp_GP1_CgP1,52.99369280456153,97.6057881832644,13.204020934464067
0,Example Airplane,Main Wing,11,Blpp_GP1_CgP1,53.2445174397006,63.202077197226394,9.787910527269364
0,Example Airplane,Main Wing,12,Flpp_GP1_CgP1,28.410832587779794,96.88403909845829,6.740256245683369
0,Example Airplane,Main Wing,12,Frpp_GP1_CgP1,27.413861368963254,135.67902892954046,8.08600566895548
0,Example Airplane,Main Wing,12,Brpp_GP1_CgP1,51.50393035660687,137.05203920236912,16.043280281651775
0,Example Airplane,Main Wing,12,Blpp_GP1_CgP1,52.99369280456153,97.6057881832644,13.204020934464067
0,Example Airplane,Main Wing,13,Flpp_GP1_CgP1,27.413861368963254,135.67902892954046,8.08600566895548
0,Example Airplane,Main Wing,13,Frpp_GP1_CgP1,25.03585809840568,173.351989227448,11.274654808222763
0,Example Airplane,Main Wing,13,Brpp_GP1_CgP1,48.72866112719589,175.08765800001706,19.68522854968417
0,Example Airplane,Main Wing,13,Blpp_GP1_CgP1,51.50393035660687,137.05203920236912,16.043280281651775
0,Example Airplane,Main Wing,14,Flpp_GP1_CgP1,25.03585809840568,173.351989227448,11.274654808222763
0,Example Airplane,Main Wing,14,Frpp_GP1_CgP1,22.653863791361417,216.40219983873465,10.474010789592846
0,Example Airplane,Main Wing,14,Brpp_GP1_CgP1,43.54767776440799,217.9933020288084,20.829605918079615
0,Example Airplane,Main Wing,14,Blpp_GP1_CgP1,48.72866112719589,175.08765800001706,19.68522854968417
0,Example Airplane,Main Wing,15,Flpp_GP1_CgP1,22.653863791361417,216.40219983873465,10.474010789592846
0,Example Airplane,Main Wing,15,Frpp_GP1_CgP1,16.064465147868816,254.5982520736364,10.909409474426106
0,Example Airplane,Main Wing,15,Brpp_GP1_CgP1,33.12333997940892,256.6816185688858,21.488072167421063
0,Example Airplane,Main Wing,15,Blpp_GP1_CgP1,43.54767776440799,217.9933020288084,20.829605918079615
0,Example Airplane,Main Wing,16,Flpp_GP1_CgP1,16.064465147868816,254.5982520736364,10.909409474426106
0,Example Airplane,Main Wing,16,Frpp_GP1_CgP1,7.980377432819468,291.0398981529688,4.8845346526855735
0,Example Airplane,Main Wing,16,Brpp_GP1_CgP1,19.147060050509925,292.54466871019673,12.996926811854365
0,Example Airplane,Main Wing,16,Blpp_GP1_CgP1,33.12333997940892,256.6816185688858,21.488072167421063
0,Example Airplane,Main Wing,17,Flpp_GP1_CgP1,7.980377432819468,291.0398981529688,4.8845346526855735
0,Example Airplane,Main Wing,17,Frpp_GP1_CgP1,2.3278883137536823,310.3215514315189,1.5372385308194882
0,Example Airplane,Main Wing,17,Brpp_GP1_CgP1,6.2092268146646425,310.48826710656334,4.536690127101663
0,Example Airplane,Main Wing,17,Blpp_GP1_CgP1,19.147060050509925,292.54466871019673,12.996926811854365
0,Example Airplane,Main Wing,18,Flpp_GP1_CgP1,52.155731800214504,0.5,-0.10428251886614996
0,Example Airplane,Main Wing,18,Frpp_GP1_CgP1,52.014448471742305,25.356197354718407,4.352899699224891
0,Example Airplane,Main Wing,18,Brpp_GP1_CgP1,77.99610903756245,25.11769005794382,6.083611062049604
0,Example Airplane,Main Wing,18,Blpp_GP1_CgP1,78.23364978023987,0.5,-0.11734866902772598
0,Example Airplane,Main Wing,19,Flpp_GP1_CgP1,52.014448471742305,25.356197354718407,4.352899699224891
0,Example Airplane,Main Wing,19,Frpp_GP1_CgP1,53.2445174397006,63.20207719722639,9.787910527269364
0,Example Airplane,Main Wing,19,Brpp_GP1_CgP1,78.69848183160917,63.648720416993655,13.412196919999223
0,Example Airplane,Main Wing,19,Blpp_GP1_CgP1,77.99610903756245,25.11769005794382,6.083611062049604
0,Example Airplane,Main Wing,20,Flpp_GP1_CgP1,53.2445174397006,63.202077197226394,9.787910527269364
0,Example Airplane,Main Wing,20,Frpp_GP1_CgP1,52.99369280456153,97.6057881832644,13.204020934464067
0,Example Airplane,Main Wing,20,Brpp_GP1_CgP1,77.63637280978061,98.32639502394441,19.43461219813591
